"Column1","Pickup point","Status","Request Hour","Request Day","Request Timeslot"
"2539","Airport","Trip Completed","15","Tuesday","Afternoon"
"782","Airport","Trip Completed","15","Tuesday","Afternoon"
"3034","City","Cancelled","15","Tuesday","Afternoon"
"4769","Airport","No Cars Available","15","Tuesday","Afternoon"
"3530","City","Cancelled","15","Tuesday","Afternoon"
"1430","City","Trip Completed","15","Tuesday","Afternoon"
"4049","Airport","Cancelled","15","Tuesday","Afternoon"
"1164","City","Trip Completed","15","Tuesday","Afternoon"
"992","Airport","Trip Completed","15","Tuesday","Afternoon"
"1279","Airport","Trip Completed","15","Tuesday","Afternoon"
"2268","Airport","Trip Completed","15","Tuesday","Afternoon"
"1400","City","Trip Completed","15","Tuesday","Afternoon"
"4768","City","No Cars Available","15","Tuesday","Afternoon"
"87","Airport","Trip Completed","15","Tuesday","Afternoon"
"1134","City","Trip Completed","15","Tuesday","Afternoon"
"2086","Airport","Trip Completed","15","Tuesday","Afternoon"
"414","City","Trip Completed","15","Tuesday","Afternoon"
"1605","City","Trip Completed","15","Tuesday","Afternoon"
"2098","Airport","Trip Completed","15","Tuesday","Afternoon"
"4767","Airport","No Cars Available","15","Tuesday","Afternoon"
"2394","Airport","Trip Completed","12","Wednesday","Afternoon"
"1847","City","Trip Completed","12","Wednesday","Afternoon"
"1863","City","Trip Completed","12","Wednesday","Afternoon"
"747","City","Trip Completed","12","Wednesday","Afternoon"
"484","Airport","Trip Completed","12","Wednesday","Afternoon"
"2540","Airport","Trip Completed","12","Wednesday","Afternoon"
"3802","Airport","Cancelled","12","Wednesday","Afternoon"
"2321","Airport","Trip Completed","12","Wednesday","Afternoon"
"3549","Airport","Cancelled","12","Wednesday","Afternoon"
"5258","City","No Cars Available","12","Wednesday","Afternoon"
"5259","Airport","No Cars Available","12","Wednesday","Afternoon"
"2147","Airport","Trip Completed","12","Wednesday","Afternoon"
"5260","City","No Cars Available","12","Wednesday","Afternoon"
"2134","Airport","Trip Completed","12","Wednesday","Afternoon"
"5261","City","No Cars Available","12","Wednesday","Afternoon"
"5262","City","No Cars Available","12","Wednesday","Afternoon"
"207","Airport","Trip Completed","12","Wednesday","Afternoon"
"233","City","Trip Completed","12","Wednesday","Afternoon"
"189","City","Trip Completed","12","Wednesday","Afternoon"
"1674","Airport","Trip Completed","12","Wednesday","Afternoon"
"1477","Airport","Trip Completed","12","Wednesday","Afternoon"
"1334","Airport","Trip Completed","12","Wednesday","Afternoon"
"3859","City","Cancelled","12","Wednesday","Afternoon"
"582","Airport","Trip Completed","12","Wednesday","Afternoon"
"2180","Airport","Trip Completed","12","Wednesday","Afternoon"
"2828","Airport","Trip Completed","12","Wednesday","Afternoon"
"2810","City","Trip Completed","12","Wednesday","Afternoon"
"1137","Airport","Trip Completed","12","Wednesday","Afternoon"
"2763","Airport","Trip Completed","12","Wednesday","Afternoon"
"978","Airport","Trip Completed","12","Wednesday","Afternoon"
"915","City","Trip Completed","12","Wednesday","Afternoon"
"902","City","Trip Completed","12","Wednesday","Afternoon"
"45","City","Trip Completed","12","Wednesday","Afternoon"
"2939","City","Cancelled","12","Wednesday","Afternoon"
"3557","Airport","Cancelled","13","Wednesday","Afternoon"
"1494","Airport","Trip Completed","13","Wednesday","Afternoon"
"128","City","Trip Completed","13","Wednesday","Afternoon"
"847","City","Trip Completed","13","Wednesday","Afternoon"
"1444","City","Trip Completed","13","Wednesday","Afternoon"
"1301","Airport","Trip Completed","13","Wednesday","Afternoon"
"95","City","Trip Completed","13","Wednesday","Afternoon"
"290","City","Trip Completed","13","Wednesday","Afternoon"
"2122","Airport","Trip Completed","13","Wednesday","Afternoon"
"5264","City","No Cars Available","13","Wednesday","Afternoon"
"1582","City","Trip Completed","13","Wednesday","Afternoon"
"5263","Airport","No Cars Available","13","Wednesday","Afternoon"
"2064","City","Trip Completed","13","Wednesday","Afternoon"
"1998","City","Trip Completed","13","Wednesday","Afternoon"
"5269","City","No Cars Available","13","Wednesday","Afternoon"
"5268","Airport","No Cars Available","13","Wednesday","Afternoon"
"5267","Airport","No Cars Available","13","Wednesday","Afternoon"
"5266","City","No Cars Available","13","Wednesday","Afternoon"
"1987","Airport","Trip Completed","13","Wednesday","Afternoon"
"5265","Airport","No Cars Available","13","Wednesday","Afternoon"
"2766","City","Trip Completed","13","Wednesday","Afternoon"
"1453","Airport","Trip Completed","13","Wednesday","Afternoon"
"435","City","Trip Completed","13","Wednesday","Afternoon"
"3181","Airport","Cancelled","13","Wednesday","Afternoon"
"2406","City","Trip Completed","13","Wednesday","Afternoon"
"3374","Airport","Cancelled","13","Wednesday","Afternoon"
"247","City","Trip Completed","14","Wednesday","Afternoon"
"645","Airport","Trip Completed","14","Wednesday","Afternoon"
"1258","City","Trip Completed","14","Wednesday","Afternoon"
"5276","Airport","No Cars Available","14","Wednesday","Afternoon"
"1922","City","Trip Completed","14","Wednesday","Afternoon"
"1121","Airport","Trip Completed","14","Wednesday","Afternoon"
"379","Airport","Trip Completed","14","Wednesday","Afternoon"
"5270","City","No Cars Available","14","Wednesday","Afternoon"
"5271","City","No Cars Available","14","Wednesday","Afternoon"
"5272","City","No Cars Available","14","Wednesday","Afternoon"
"5273","Airport","No Cars Available","14","Wednesday","Afternoon"
"5274","Airport","No Cars Available","14","Wednesday","Afternoon"
"1213","Airport","Trip Completed","14","Wednesday","Afternoon"
"3956","City","Cancelled","14","Wednesday","Afternoon"
"5275","City","No Cars Available","14","Wednesday","Afternoon"
"1815","City","Trip Completed","14","Wednesday","Afternoon"
"2524","City","Trip Completed","14","Wednesday","Afternoon"
"14","City","Trip Completed","14","Wednesday","Afternoon"
"814","City","Trip Completed","14","Wednesday","Afternoon"
"809","Airport","Trip Completed","14","Wednesday","Afternoon"
"344","City","Trip Completed","14","Wednesday","Afternoon"
"1834","City","Trip Completed","14","Wednesday","Afternoon"
"797","City","Trip Completed","14","Wednesday","Afternoon"
"908","Airport","Trip Completed","14","Wednesday","Afternoon"
"2260","Airport","Trip Completed","14","Wednesday","Afternoon"
"1432","City","Trip Completed","14","Wednesday","Afternoon"
"234","Airport","Trip Completed","15","Wednesday","Afternoon"
"1977","Airport","Trip Completed","15","Wednesday","Afternoon"
"2552","City","Trip Completed","15","Wednesday","Afternoon"
"2503","City","Trip Completed","15","Wednesday","Afternoon"
"3686","Airport","Cancelled","15","Wednesday","Afternoon"
"1729","City","Trip Completed","15","Wednesday","Afternoon"
"701","City","Trip Completed","15","Wednesday","Afternoon"
"3768","City","Cancelled","15","Wednesday","Afternoon"
"1940","City","Trip Completed","15","Wednesday","Afternoon"
"356","City","Trip Completed","15","Wednesday","Afternoon"
"5277","City","No Cars Available","15","Wednesday","Afternoon"
"146","Airport","Trip Completed","15","Wednesday","Afternoon"
"3525","Airport","Cancelled","15","Wednesday","Afternoon"
"1166","City","Trip Completed","15","Wednesday","Afternoon"
"452","City","Trip Completed","15","Wednesday","Afternoon"
"442","City","Trip Completed","15","Wednesday","Afternoon"
"2287","City","Trip Completed","15","Wednesday","Afternoon"
"3135","City","Cancelled","15","Wednesday","Afternoon"
"1350","Airport","Trip Completed","15","Wednesday","Afternoon"
"1408","City","Trip Completed","15","Wednesday","Afternoon"
"1200","Airport","Trip Completed","15","Wednesday","Afternoon"
"1072","City","Trip Completed","15","Wednesday","Afternoon"
"2602","City","Trip Completed","15","Wednesday","Afternoon"
"2457","City","Trip Completed","15","Wednesday","Afternoon"
"5284","City","No Cars Available","15","Wednesday","Afternoon"
"5283","City","No Cars Available","15","Wednesday","Afternoon"
"5282","City","No Cars Available","15","Wednesday","Afternoon"
"2029","Airport","Trip Completed","15","Wednesday","Afternoon"
"5281","Airport","No Cars Available","15","Wednesday","Afternoon"
"5280","Airport","No Cars Available","15","Wednesday","Afternoon"
"5279","City","No Cars Available","15","Wednesday","Afternoon"
"5278","Airport","No Cars Available","15","Wednesday","Afternoon"
"2649","City","Trip Completed","15","Wednesday","Afternoon"
"6221","Airport","No Cars Available","4","Friday","Early Morning"
"6222","City","No Cars Available","4","Friday","Early Morning"
"6223","Airport","No Cars Available","4","Friday","Early Morning"
"6224","City","No Cars Available","4","Friday","Early Morning"
"3638","City","Cancelled","4","Friday","Early Morning"
"3310","City","Cancelled","4","Friday","Early Morning"
"3654","City","Cancelled","4","Friday","Early Morning"
"2926","City","Cancelled","4","Friday","Early Morning"
"161","Airport","Trip Completed","4","Friday","Early Morning"
"2297","City","Trip Completed","4","Friday","Early Morning"
"2925","Airport","Cancelled","4","Friday","Early Morning"
"6220","City","No Cars Available","4","Friday","Early Morning"
"6213","Airport","No Cars Available","4","Friday","Early Morning"
"6218","City","No Cars Available","4","Friday","Early Morning"
"2899","City","Cancelled","4","Friday","Early Morning"
"3846","City","Cancelled","4","Friday","Early Morning"
"305","City","Trip Completed","4","Friday","Early Morning"
"1470","City","Trip Completed","4","Friday","Early Morning"
"1446","Airport","Trip Completed","4","Friday","Early Morning"
"2442","City","Trip Completed","4","Friday","Early Morning"
"6219","City","No Cars Available","4","Friday","Early Morning"
"3386","City","Cancelled","4","Friday","Early Morning"
"6210","Airport","No Cars Available","4","Friday","Early Morning"
"1633","City","Trip Completed","4","Friday","Early Morning"
"1169","City","Trip Completed","4","Friday","Early Morning"
"6211","Airport","No Cars Available","4","Friday","Early Morning"
"225","City","Trip Completed","4","Friday","Early Morning"
"6212","Airport","No Cars Available","4","Friday","Early Morning"
"6214","Airport","No Cars Available","4","Friday","Early Morning"
"6215","City","No Cars Available","4","Friday","Early Morning"
"6216","Airport","No Cars Available","4","Friday","Early Morning"
"6217","Airport","No Cars Available","4","Friday","Early Morning"
"3647","City","Cancelled","4","Friday","Early Morning"
"3021","City","Cancelled","4","Friday","Early Morning"
"409","Airport","Trip Completed","4","Friday","Early Morning"
"3020","City","Cancelled","4","Friday","Early Morning"
"2232","City","Trip Completed","4","Friday","Early Morning"
"4084","City","Cancelled","5","Friday","Early Morning"
"4083","City","Cancelled","5","Friday","Early Morning"
"1434","Airport","Trip Completed","5","Friday","Early Morning"
"4079","City","Cancelled","5","Friday","Early Morning"
"3347","City","Cancelled","5","Friday","Early Morning"
"727","Airport","Trip Completed","5","Friday","Early Morning"
"1192","Airport","Trip Completed","5","Friday","Early Morning"
"3335","City","Cancelled","5","Friday","Early Morning"
"2398","City","Trip Completed","5","Friday","Early Morning"
"3228","City","Cancelled","5","Friday","Early Morning"
"2555","City","Trip Completed","5","Friday","Early Morning"
"988","City","Trip Completed","5","Friday","Early Morning"
"3423","City","Cancelled","5","Friday","Early Morning"
"1337","Airport","Trip Completed","5","Friday","Early Morning"
"1343","City","Trip Completed","5","Friday","Early Morning"
"921","City","Trip Completed","5","Friday","Early Morning"
"1316","Airport","Trip Completed","5","Friday","Early Morning"
"3238","City","Cancelled","5","Friday","Early Morning"
"903","City","Trip Completed","5","Friday","Early Morning"
"1066","City","Trip Completed","5","Friday","Early Morning"
"3398","City","Cancelled","5","Friday","Early Morning"
"1083","Airport","Trip Completed","5","Friday","Early Morning"
"2579","City","Trip Completed","5","Friday","Early Morning"
"3431","City","Cancelled","5","Friday","Early Morning"
"1011","City","Trip Completed","5","Friday","Early Morning"
"826","Airport","Trip Completed","5","Friday","Early Morning"
"1396","City","Trip Completed","5","Friday","Early Morning"
"2571","City","Trip Completed","5","Friday","Early Morning"
"1248","City","Trip Completed","5","Friday","Early Morning"
"2126","Airport","Trip Completed","5","Friday","Early Morning"
"2779","Airport","Trip Completed","5","Friday","Early Morning"
"1914","Airport","Trip Completed","5","Friday","Early Morning"
"3064","City","Cancelled","5","Friday","Early Morning"
"1767","City","Trip Completed","5","Friday","Early Morning"
"1754","City","Trip Completed","5","Friday","Early Morning"
"2162","Airport","Trip Completed","5","Friday","Early Morning"
"3896","City","Cancelled","5","Friday","Early Morning"
"122","Airport","Trip Completed","5","Friday","Early Morning"
"1692","Airport","Trip Completed","5","Friday","Early Morning"
"2755","City","Trip Completed","5","Friday","Early Morning"
"3074","City","Cancelled","5","Friday","Early Morning"
"1710","Airport","Trip Completed","5","Friday","Early Morning"
"3648","City","Cancelled","5","Friday","Early Morning"
"1776","Airport","Trip Completed","5","Friday","Early Morning"
"6247","City","No Cars Available","5","Friday","Early Morning"
"6246","City","No Cars Available","5","Friday","Early Morning"
"6245","City","No Cars Available","5","Friday","Early Morning"
"6244","City","No Cars Available","5","Friday","Early Morning"
"6248","City","No Cars Available","5","Friday","Early Morning"
"6242","City","No Cars Available","5","Friday","Early Morning"
"6241","Airport","No Cars Available","5","Friday","Early Morning"
"6243","City","No Cars Available","5","Friday","Early Morning"
"2050","City","Trip Completed","5","Friday","Early Morning"
"2055","City","Trip Completed","5","Friday","Early Morning"
"3764","City","Cancelled","5","Friday","Early Morning"
"6240","City","No Cars Available","5","Friday","Early Morning"
"6239","City","No Cars Available","5","Friday","Early Morning"
"3821","City","Cancelled","5","Friday","Early Morning"
"212","City","Trip Completed","5","Friday","Early Morning"
"6225","City","No Cars Available","5","Friday","Early Morning"
"84","Airport","Trip Completed","5","Friday","Early Morning"
"252","Airport","Trip Completed","5","Friday","Early Morning"
"1784","City","Trip Completed","5","Friday","Early Morning"
"6226","City","No Cars Available","5","Friday","Early Morning"
"6227","City","No Cars Available","5","Friday","Early Morning"
"6228","City","No Cars Available","5","Friday","Early Morning"
